price,speed,hd,ram,screen,cd,multi,premium,ads,trend,price
2175,66,250,4,15,no,no,yes,283,10,2175
2544,50,426,8,14,no,no,yes,283,10,2544
1899,33,120,4,14,no,no,no,283,10,1899
2490,50,426,8,15,no,no,yes,283,10,2490
3190,66,424,16,15,yes,yes,yes,283,10,3190
1590,33,107,2,14,no,no,yes,283,10,1590
2565,66,545,4,15,no,no,yes,283,10,2565
2895,50,528,16,14,no,no,yes,283,10,2895
3198,66,450,16,15,yes,no,yes,283,10,3198
3199,66,340,16,15,yes,no,yes,283,10,3199
2024,25,120,4,14,yes,no,no,283,10,2024
1789,33,250,4,14,no,no,yes,283,10,1789
2145,33,340,8,15,no,no,yes,283,10,2145
1854,25,120,4,14,yes,no,no,283,10,1854
1790,33,107,2,15,no,no,yes,283,10,1790
2415,33,340,8,17,no,no,yes,283,10,2415
3249,66,450,4,15,no,no,yes,283,10,3249
1895,50,340,4,15,no,no,yes,283,10,1895
2590,66,426,8,14,no,no,yes,283,10,2590
2190,33,426,8,15,no,no,yes,283,10,2190
2795,66,340,8,17,no,no,yes,283,10,2795
2890,33,528,16,14,no,no,yes,283,10,2890
2490,50,426,8,14,no,no,yes,283,10,2490
2144,33,214,4,14,no,no,yes,283,10,2144
1539,25,212,4,14,no,no,yes,283,10,1539
2694,25,528,16,14,yes,no,yes,283,10,2694
2699,33,240,4,14,no,no,no,283,10,2699
2594,50,426,8,14,yes,no,yes,283,10,2594
3044,66,245,4,15,yes,no,no,283,10,3044
1579,50,170,4,14,no,no,yes,283,10,1579
2999,66,424,8,15,yes,no,yes,283,10,2999
1695,33,212,4,15,no,no,yes,283,10,1695
1890,33,214,4,15,no,no,yes,283,10,1890
2444,66,214,4,14,no,no,yes,283,10,2444
1795,50,340,4,14,no,no,yes,283,10,1795
1744,33,107,2,14,no,no,yes,283,10,1744
1449,25,212,4,14,no,no,yes,283,10,1449
3125,66,1370,4,15,no,no,yes,283,10,3125
1495,33,212,4,15,no,no,yes,283,10,1495
3090,66,528,16,15,no,no,yes,283,10,3090
1499,33,212,4,14,no,no,yes,283,10,1499
2995,66,340,16,15,yes,no,yes,259,11,2995
3199,66,340,16,15,yes,no,yes,259,11,3199
3334,66,528,16,15,no,no,yes,259,11,3334
3595,66,452,8,14,no,no,yes,259,11,3595
1899,33,120,4,14,no,no,no,259,11,1899
2090,33,214,4,15,no,no,yes,259,11,2090
3244,66,528,16,14,no,no,yes,259,11,3244
1644,25,107,2,14,no,no,yes,259,11,1644
3044,33,528,16,14,no,no,yes,259,11,3044
1295,25,212,4,14,no,no,yes,259,11,1295
1798,25,120,4,14,no,no,no,259,11,1798
1690,25,212,4,14,yes,yes,yes,259,11,1690
3708,66,527,8,15,no,no,no,259,11,3708
2495,66,424,8,15,yes,no,yes,259,11,2495
2790,50,426,8,14,yes,yes,yes,259,11,2790
1890,33,214,4,15,no,no,yes,259,11,1890
1795,33,214,8,14,no,no,yes,259,11,1795
3395,33,452,8,14,no,no,yes,259,11,3395
2095,33,212,4,17,no,no,yes,259,11,2095
2890,33,528,16,15,no,no,yes,259,11,2890
2344,50,214,4,14,no,no,yes,259,11,2344
2390,25,426,8,14,yes,yes,yes,259,11,2390
1964,25,120,4,14,yes,no,no,259,11,1964
3015,66,424,8,17,yes,no,yes,259,11,3015
2190,50,107,2,14,yes,yes,yes,259,11,2190
3515,66,424,16,17,yes,no,yes,259,11,3515
1899,25,120,4,14,no,no,no,259,11,1899
2690,33,528,16,15,no,no,yes,259,11,2690
2490,50,426,8,15,no,no,yes,259,11,2490
3544,66,340,16,17,yes,no,yes,259,11,3544
1925,66,340,4,15,no,no,yes,259,11,1925
2545,66,340,8,17,no,no,yes,259,11,2545
2995,66,528,8,15,no,no,yes,259,11,2995
2125,66,340,8,15,no,no,yes,259,11,2125
2395,50,426,8,14,no,no,yes,259,11,2395
1825,66,340,4,14,no,no,yes,259,11,1825
2390,33,214,4,14,yes,yes,yes,259,11,2390
2244,50,214,4,14,no,no,yes,259,11,2244
2475,33,340,8,17,no,no,yes,259,11,2475
2699,66,245,8,15,yes,no,yes,259,11,2699
2144,25,426,8,14,no,no,yes,259,11,2144
2644,50,426,8,14,no,no,yes,259,11,2644
2799,50,230,8,15,yes,yes,yes,259,11,2799
2099,33,120,4,14,no,no,no,259,11,2099
1995,33,424,8,14,no,no,yes,259,11,1995
2705,66,340,8,17,no,no,yes,259,11,2705
2799,66,450,8,15,yes,no,yes,259,11,2799
3205,66,1370,8,14,no,no,yes,259,11,3205
3899,66,527,16,17,yes,no,yes,259,11,3899
2729,66,245,4,15,no,no,no,259,11,2729
2444,66,214,4,14,no,no,yes,259,11,2444
2395,50,424,4,17,no,no,yes,259,11,2395
2095,33,212,4,17,no,no,yes,259,11,2095
2995,66,424,16,15,yes,no,yes,259,11,2995
2329,33,340,8,17,no,no,yes,259,11,2329
2390,33,424,8,14,yes,yes,yes,259,11,2390
1649,25,120,4,14,no,no,no,259,11,1649
2290,66,107,2,14,yes,yes,yes,259,11,2290
1828,25,120,4,14,no,no,no,259,11,1828
2395,66,340,8,15,no,no,yes,259,11,2395
2944,33,528,16,14,no,no,yes,259,11,2944
1890,33,212,4,14,yes,yes,yes,259,11,1890
2605,66,545,8,15,no,no,yes,259,11,2605
2095,33,426,8,14,no,no,yes,259,11,2095
2024,25,120,4,14,yes,no,no,259,11,2024
3090,66,528,16,15,no,no,yes,259,11,3090
2590,66,426,8,15,no,no,yes,259,11,2590
1790,33,107,2,15,no,no,yes,259,11,1790
3714,66,527,4,15,yes,no,no,259,11,3714
2499,66,424,8,15,no,no,yes,259,11,2499
3144,66,528,16,14,no,no,yes,259,11,3144
2899,50,240,4,14,no,no,no,259,11,2899
2390,66,424,4,14,yes,yes,yes,259,11,2390
2375,33,545,8,15,no,no,yes,259,11,2375
1945,33,340,4,15,no,no,yes,259,11,1945
2090,25,214,4,14,yes,yes,yes,259,11,2090
2168,33,212,4,14,no,no,no,259,11,2168
2890,66,426,8,14,yes,yes,yes,259,11,2890
2595,33,424,8,17,no,no,yes,259,11,2595
3198,66,450,16,15,yes,no,yes,259,11,3198
2890,25,528,16,14,yes,yes,yes,259,11,2890
1744,33,107,2,14,no,no,yes,259,11,1744
2685,66,545,8,14,no,no,yes,259,11,2685
2044,66,107,2,14,no,no,yes,259,11,2044
1999,50,245,4,15,yes,yes,yes,259,11,1999
2095,50,214,4,14,no,no,yes,259,11,2095
2285,66,340,8,15,no,no,yes,259,11,2285
2364,33,212,4,14,yes,no,no,259,11,2364
1844,25,214,4,14,no,no,yes,259,11,1844
1349,33,212,4,14,no,no,yes,259,11,1349
3044,50,528,16,14,no,no,yes,259,11,3044
2149,66,245,4,15,yes,yes,yes,259,11,2149
1890,33,107,2,14,yes,yes,yes,259,11,1890
1818,25,212,4,14,no,no,no,259,11,1818
2999,66,340,8,15,yes,yes,yes,259,11,2999
1990,66,107,2,15,no,no,yes,259,11,1990
2990,50,528,16,15,no,no,yes,259,11,2990
1529,33,245,4,14,no,no,yes,259,11,1529
2144,33,214,4,14,no,no,yes,259,11,2144
1799,33,120,4,14,no,no,no,259,11,1799
1799,33,230,4,14,no,no,yes,259,11,1799
2439,50,340,8,17,no,no,yes,259,11,2439
2055,33,340,8,15,no,no,yes,259,11,2055
1695,25,214,4,14,no,no,yes,259,11,1695
1644,33,107,2,14,no,no,yes,259,11,1644
2065,33,340,8,15,yes,no,yes,259,11,2065
2295,50,424,8,15,yes,no,yes,259,11,2295
2490,33,426,8,14,yes,yes,yes,259,11,2490
3144,50,528,16,14,no,no,yes,259,11,3144
2844,33,528,16,14,no,no,yes,259,11,2844
1944,33,107,2,14,no,no,yes,259,11,1944
1899,66,245,4,15,no,no,yes,259,11,1899
2185,25,528,8,14,no,no,yes,259,11,2185
1795,33,214,4,14,no,no,yes,259,11,1795
1844,33,107,2,14,no,no,yes,259,11,1844
2190,50,214,4,15,no,no,yes,259,11,2190
2595,33,528,16,14,no,no,yes,259,11,2595
1595,33,340,4,14,no,no,yes,259,11,1595
1495,33,107,4,14,no,no,yes,259,11,1495
1795,50,424,4,14,no,no,yes,259,11,1795
2374,33,120,4,14,yes,no,no,259,11,2374
2498,50,320,8,15,yes,no,yes,259,11,2498
2175,66,340,4,15,no,no,yes,259,11,2175
1908,33,120,4,14,no,no,no,259,11,1908
1999,33,340,8,14,yes,no,yes,259,11,1999
1599,25,120,4,14,no,no,no,259,11,1599
2090,25,426,8,15,no,no,yes,259,11,2090
1670,25,212,4,14,yes,yes,yes,259,11,1670
2478,33,245,8,14,no,no,no,259,11,2478
2590,66,214,4,14,yes,yes,yes,259,11,2590
1749,50,245,4,15,no,no,yes,259,11,1749
1995,33,214,4,14,no,no,yes,259,11,1995
1929,33,245,4,15,yes,yes,yes,259,11,1929
3390,66,528,16,14,yes,yes,yes,259,11,3390
2044,50,107,2,14,no,no,yes,259,11,2044
3290,50,528,16,14,yes,yes,yes,259,11,3290
2175,33,425,8,15,no,no,yes,259,11,2175
1449,25,120,4,14,no,no,no,259,11,1449
2795,33,528,16,14,no,no,yes,259,11,2795
1795,50,107,2,14,no,no,yes,259,11,1795
2359,33,245,8,14,no,no,no,259,11,2359
2049,33,212,4,14,no,no,no,259,11,2049
2895,50,528,16,14,no,no,yes,259,11,2895
2608,33,340,4,14,no,no,no,259,11,2608
1944,25,214,4,14,no,no,yes,259,11,1944
2495,66,426,8,14,no,no,yes,259,11,2495
2405,66,425,8,15,no,no,yes,259,11,2405
2104,33,120,4,14,yes,no,no,259,11,2104
2190,33,214,4,14,yes,yes,yes,259,11,2190
2195,66,214,4,14,no,no,yes,259,11,2195
3589,66,527,8,15,no,no,no,259,11,3589
2344,66,214,4,14,no,no,yes,259,11,2344
1695,33,340,4,15,no,no,yes,259,11,1695
1890,33,212,4,14,yes,yes,yes,259,11,1890
1854,25,120,4,14,yes,no,no,259,11,1854
2299,66,120,4,14,no,no,no,259,11,2299
3044,66,245,4,15,yes,no,no,259,11,3044
2944,66,340,8,17,no,no,yes,259,11,2944
2145,33,340,4,15,yes,no,yes,259,11,2145
1944,50,107,2,14,no,no,yes,259,11,1944
2144,66,107,2,14,no,no,yes,259,11,2144
1395,25,107,4,14,no,no,yes,259,11,1395
2244,33,214,4,14,no,no,yes,259,11,2244
2744,33,528,16,14,no,no,yes,259,11,2744
2674,33,245,8,14,yes,no,no,259,11,2674
1495,33,107,2,14,no,no,yes,259,11,1495
3205,66,545,8,17,no,no,yes,259,11,3205
2390,33,426,8,15,no,no,yes,259,11,2390
1395,25,107,2,14,no,no,yes,259,11,1395
2815,50,424,8,17,yes,no,yes,259,11,2815
1599,50,245,4,14,no,no,yes,259,11,1599
2190,50,424,4,14,yes,yes,yes,259,11,2190
3678,66,527,8,15,no,no,no,259,11,3678
1695,33,107,2,14,no,no,yes,259,11,1695
1895,25,212,4,17,no,no,yes,259,11,1895
1275,25,212,4,14,no,no,yes,259,11,1275
3399,66,527,4,15,no,no,no,259,11,3399
1789,33,120,4,14,no,no,no,259,11,1789
2699,33,240,4,14,no,no,no,259,11,2699
2544,33,426,8,14,no,no,yes,259,11,2544
2744,66,426,8,14,no,no,yes,259,11,2744
1790,25,214,4,15,no,no,yes,259,11,1790
1490,25,107,2,15,no,no,yes,259,11,1490
2315,33,340,8,17,no,no,yes,259,11,2315
2285,33,528,8,14,no,no,yes,259,11,2285
3904,66,527,8,15,yes,no,no,259,11,3904
1699,25,212,4,14,no,no,no,259,11,1699
1695,25,214,8,14,no,no,yes,259,11,1695
2138,33,212,4,14,no,no,no,259,11,2138
1895,66,107,2,14,no,no,yes,259,11,1895
2490,50,214,4,14,yes,yes,yes,259,11,2490
1995,66,424,4,14,no,no,yes,259,11,1995
2644,25,528,16,14,no,no,yes,259,11,2644
1699,33,245,4,15,no,no,yes,259,11,1699
1544,25,107,2,14,no,no,yes,259,11,1544
2744,50,340,8,17,no,no,yes,259,11,2744
2495,25,528,16,14,no,no,yes,259,11,2495
1995,25,426,8,14,no,no,yes,259,11,1995
1539,25,120,4,14,no,no,no,259,11,1539
1878,33,120,4,14,no,no,no,259,11,1878
2090,33,107,2,14,yes,yes,yes,259,11,2090
1299,25,120,4,14,yes,no,yes,259,11,1299
2044,33,214,4,14,no,no,yes,259,11,2044
5399,66,1200,32,17,yes,no,yes,259,11,5399
1395,25,107,4,14,no,no,yes,259,11,1395
3365,66,450,16,15,yes,yes,yes,259,11,3365
1395,25,240,4,14,no,no,yes,259,11,1395
2014,25,212,4,14,yes,no,no,259,11,2014
2590,25,528,16,15,no,no,yes,259,11,2590
2295,66,340,8,15,yes,no,yes,259,11,2295
1788,25,212,4,14,no,no,no,259,11,1788
2975,33,545,8,17,no,no,yes,259,11,2975
3495,50,452,8,14,no,no,yes,259,11,3495
2578,33,340,4,14,no,no,no,259,11,2578
1494,25,240,4,15,no,no,yes,259,11,1494
2999,66,450,16,15,yes,no,yes,259,11,2999
2190,33,426,8,15,no,no,yes,259,11,2190
1590,33,107,2,15,no,no,yes,259,11,1590
2690,33,426,8,14,yes,yes,yes,259,11,2690
2489,33,340,4,14,no,no,no,259,11,2489
2544,50,426,8,14,no,no,yes,259,11,2544
2848,66,245,4,15,no,no,no,259,11,2848
2799,66,340,16,15,yes,no,yes,259,11,2799
2059,33,120,4,14,no,no,no,259,11,2059
1749,33,212,4,14,yes,yes,yes,259,11,1749
1495,33,212,4,14,no,no,yes,259,11,1495
2744,25,528,16,14,no,no,yes,259,11,2744
2699,66,245,8,15,yes,no,yes,259,11,2699
1749,66,245,4,14,no,no,yes,259,11,1749
2818,66,245,4,15,no,no,no,259,11,2818
1495,33,212,4,14,no,no,yes,259,11,1495
1790,25,107,2,14,yes,yes,yes,259,11,1790
1944,33,214,4,14,no,no,yes,259,11,1944
2344,33,426,8,14,no,no,yes,259,11,2344
1890,50,107,2,15,no,no,yes,259,11,1890
2644,66,426,8,14,no,no,yes,259,11,2644
1709,25,120,4,14,no,no,no,259,11,1709
2244,25,426,8,14,no,no,yes,259,11,2244
2804,33,340,4,14,yes,no,no,259,11,2804
1795,50,340,4,14,no,no,yes,259,11,1795
2244,33,426,8,14,no,no,yes,259,11,2244
2995,66,528,16,14,no,no,yes,259,11,2995
2585,50,528,8,14,no,no,yes,259,11,2585
2595,66,424,4,17,no,no,yes,259,11,2595
2559,66,340,8,17,no,no,yes,259,11,2559
2375,66,340,4,15,yes,no,yes,259,11,2375
2290,66,214,4,15,no,no,yes,259,11,2290
1895,33,340,8,15,no,no,yes,259,11,1895
2195,50,340,8,15,no,no,yes,259,11,2195
2295,33,426,8,14,no,no,yes,259,11,2295
2990,33,528,16,14,yes,yes,yes,259,11,2990
2455,33,545,8,14,no,no,yes,259,11,2455
1894,50,340,4,15,no,no,yes,259,11,1894
2448,33,245,8,14,no,no,no,259,11,2448
2975,33,1370,8,14,no,no,yes,259,11,2975
2485,33,528,8,14,no,no,yes,259,11,2485
2685,66,528,8,14,no,no,yes,259,11,2685
3190,33,528,16,14,yes,yes,yes,259,11,3190
2444,33,426,8,14,no,no,yes,259,11,2444
2069,33,340,4,14,no,no,no,275,12,2069
1709,25,170,4,14,no,no,no,275,12,1709
1994,33,120,4,14,yes,no,no,275,12,1994
3090,66,528,16,15,no,no,yes,275,12,3090
1425,25,120,4,14,no,no,no,275,12,1425
2995,66,528,16,14,no,no,yes,275,12,2995
1804,25,120,4,14,yes,no,no,275,12,1804
3015,66,424,8,17,yes,no,yes,275,12,3015
1574,25,212,4,14,yes,yes,yes,275,12,1574
1535,33,340,4,14,no,no,yes,275,12,1535
1914,25,212,4,14,yes,no,no,275,12,1914
2214,25,120,4,14,yes,no,no,275,12,2214
2299,66,120,4,14,no,no,no,275,12,2299
1999,33,250,4,14,yes,yes,yes,275,12,1999
3795,33,1000,16,14,yes,no,yes,275,12,3795
1895,33,340,8,14,yes,no,yes,275,12,1895
1795,50,424,4,14,no,no,yes,275,12,1795
1794,33,212,4,14,yes,yes,yes,275,12,1794
3899,66,527,16,17,yes,no,yes,275,12,3899
1299,25,212,4,14,no,no,yes,275,12,1299
3144,66,528,16,14,no,no,yes,275,12,3144
1595,33,107,2,14,no,no,yes,275,12,1595
2890,66,426,8,14,yes,yes,yes,275,12,2890
2199,50,340,8,15,no,no,yes,275,12,2199
2449,25,245,4,14,yes,no,no,275,12,2449
3127,66,424,16,15,yes,yes,yes,275,12,3127
2995,66,528,8,15,no,no,yes,275,12,2995
2943,33,340,8,14,no,no,no,275,12,2943
3190,50,528,16,14,yes,yes,yes,275,12,3190
2444,33,426,8,14,no,no,yes,275,12,2444
1995,33,424,8,14,no,no,yes,275,12,1995
1844,50,107,2,14,no,no,yes,275,12,1844
1494,33,240,4,15,no,no,yes,275,12,1494
2544,50,426,8,14,no,no,yes,275,12,2544
2290,66,214,4,15,no,no,yes,275,12,2290
1349,33,212,4,14,no,no,yes,275,12,1349
2095,33,426,8,14,no,no,yes,275,12,2095
2743,33,340,4,14,no,no,no,275,12,2743
2135,33,540,8,15,no,no,yes,275,12,2135
2999,66,450,16,15,yes,no,yes,275,12,2999
2495,25,528,16,14,no,no,yes,275,12,2495
1489,25,120,4,14,no,no,no,275,12,1489
2644,66,426,8,14,no,no,yes,275,12,2644
2374,33,212,4,14,yes,no,no,275,12,2374
1590,33,107,2,15,no,no,yes,275,12,1590
1944,25,214,4,14,no,no,yes,275,12,1944
2654,33,340,4,14,no,no,no,275,12,2654
1999,33,230,8,15,no,no,yes,275,12,1999
1990,33,214,4,15,no,no,yes,275,12,1990
5399,66,1200,32,17,yes,no,yes,275,12,5399
2244,33,426,8,14,no,no,yes,275,12,2244
2134,25,245,4,14,no,no,no,275,12,2134
1995,66,340,8,15,no,no,yes,275,12,1995
1499,33,170,4,14,no,no,yes,275,12,1499
2944,50,528,16,14,no,no,yes,275,12,2944
2785,33,1060,8,14,no,no,yes,275,12,2785
2854,33,340,8,14,no,no,no,275,12,2854
2344,33,426,8,14,no,no,yes,275,12,2344
2320,33,528,8,14,no,no,yes,275,12,2320
3099,66,450,16,15,yes,no,yes,275,12,3099
1644,33,107,2,14,no,no,yes,275,12,1644
2090,50,214,4,15,no,no,yes,275,12,2090
2744,25,528,16,14,no,no,yes,275,12,2744
3334,66,528,16,15,no,no,yes,275,12,3334
2844,33,528,16,14,no,no,yes,275,12,2844
2024,25,170,4,14,yes,no,no,275,12,2024
1799,25,424,4,14,yes,yes,yes,275,12,1799
2099,66,245,4,15,yes,yes,yes,275,12,2099
1890,33,214,4,15,no,no,yes,275,12,1890
1520,33,424,4,14,no,no,yes,275,12,1520
2290,33,214,4,14,yes,yes,yes,275,12,2290
2290,33,426,8,15,no,no,yes,275,12,2290
2969,33,340,4,14,yes,no,no,275,12,2969
2195,66,214,4,14,no,no,yes,275,12,2195
2944,66,340,8,17,no,no,yes,275,12,2944
2244,25,426,8,14,no,no,yes,275,12,2244
2190,33,214,4,14,yes,yes,yes,275,12,2190
1995,66,424,4,14,no,no,yes,275,12,1995
2490,33,426,8,14,yes,yes,yes,275,12,2490
2944,33,528,16,14,no,no,yes,275,12,2944
2185,33,340,8,17,no,no,yes,275,12,2185
1899,33,245,4,15,yes,yes,yes,275,12,1899
1790,25,107,2,14,yes,yes,yes,275,12,1790
1895,33,340,8,15,no,no,yes,275,12,1895
2444,66,214,4,14,no,no,yes,275,12,2444
2627,66,424,8,15,yes,yes,yes,275,12,2627
2995,66,340,16,15,yes,no,yes,275,12,2995
2179,33,340,4,14,no,no,no,275,12,2179
2444,50,426,8,14,no,no,yes,275,12,2444
3544,66,340,16,17,yes,no,yes,275,12,3544
1649,33,245,4,15,no,no,yes,275,12,1649
1499,25,120,4,14,no,no,no,275,12,1499
1798,25,170,4,14,no,no,no,275,12,1798
2223,25,245,4,14,no,no,no,275,12,2223
2999,66,340,8,15,yes,yes,yes,275,12,2999
3169,33,340,8,14,yes,no,no,275,12,3169
1999,33,340,8,14,yes,no,yes,275,12,1999
1949,50,245,4,15,yes,yes,yes,275,12,1949
2059,33,212,4,14,no,no,no,275,12,2059
2595,33,528,16,14,no,no,yes,275,12,2595
1275,25,212,4,14,no,no,yes,275,12,1275
3995,66,1000,16,14,yes,no,yes,275,12,3995
2595,66,424,4,17,no,no,yes,275,12,2595
1695,25,214,4,14,no,no,yes,275,12,1695
2785,33,540,8,17,no,no,yes,275,12,2785
2295,50,426,8,14,no,no,yes,275,12,2295
1569,50,245,4,14,no,no,yes,275,12,1569
2559,66,340,8,17,no,no,yes,275,12,2559
2495,66,424,8,15,yes,no,yes,275,12,2495
2268,33,340,4,14,no,no,no,275,12,2268
1495,33,212,4,14,no,no,yes,275,12,1495
2895,66,520,8,14,no,no,yes,275,12,2895
2595,33,424,8,17,no,no,yes,275,12,2595
2349,66,340,4,14,yes,yes,yes,275,12,2349
2795,66,340,8,15,no,no,yes,275,12,2795
1988,25,120,4,14,no,no,no,275,12,1988
1490,25,107,2,15,no,no,yes,275,12,1490
2320,33,424,4,17,no,no,yes,275,12,2320
1495,33,212,4,14,no,no,yes,275,12,1495
2390,50,426,8,15,no,no,yes,275,12,2390
1295,33,212,4,14,no,no,yes,275,12,1295
2144,25,426,8,14,no,no,yes,275,12,2144
1944,33,214,4,14,no,no,yes,275,12,1944
2495,66,540,8,14,no,no,yes,275,12,2495
2329,33,340,8,17,no,no,yes,275,12,2329
1995,25,426,8,14,no,no,yes,275,12,1995
1544,25,107,2,14,no,no,yes,275,12,1544
1790,50,107,2,15,no,no,yes,275,12,1790
1594,33,212,4,14,yes,yes,yes,275,12,1594
2344,33,426,8,14,no,no,yes,275,12,2344
1795,33,340,8,15,no,no,yes,275,12,1795
2985,66,540,8,17,no,no,yes,275,12,2985
2590,66,214,4,14,yes,yes,yes,275,12,2590
2335,66,540,8,15,no,no,yes,275,12,2335
2044,66,107,2,14,no,no,yes,275,12,2044
2195,33,426,8,14,no,no,yes,275,12,2195
2244,50,214,4,14,no,no,yes,275,12,2244
1575,33,120,4,14,no,no,no,275,12,1575
2494,33,340,4,14,yes,no,no,275,12,2494
2844,33,528,16,14,no,no,yes,275,12,2844
1975,66,340,4,15,no,no,yes,275,12,1975
3515,66,424,16,17,yes,no,yes,275,12,3515
1890,33,107,2,14,yes,yes,yes,275,12,1890
1844,25,214,4,14,no,no,yes,275,12,1844
1695,50,107,2,14,no,no,yes,275,12,1695
2427,50,424,8,15,yes,yes,yes,275,12,2427
2144,66,107,2,14,no,no,yes,275,12,2144
1894,50,340,4,15,no,no,yes,275,12,1894
2420,50,528,8,14,no,no,yes,275,12,2420
3399,66,527,8,15,no,no,no,275,12,3399
2395,50,424,4,17,no,no,yes,275,12,2395
1795,50,340,4,14,no,no,yes,275,12,1795
1699,50,245,4,15,no,no,yes,275,12,1699
2170,66,340,4,15,yes,no,yes,275,12,2170
2120,33,424,4,17,no,no,yes,275,12,2120
2690,50,426,8,14,yes,yes,yes,275,12,2690
1735,66,340,4,14,no,no,yes,275,12,1735
3895,50,1000,16,14,yes,no,yes,275,12,3895
1475,33,250,4,14,no,no,yes,275,12,1475
2890,50,528,16,15,no,no,yes,275,12,2890
2384,33,340,4,14,yes,no,no,275,12,2384
1495,33,107,2,14,no,no,yes,275,12,1495
2399,50,340,8,17,no,no,yes,275,12,2399
2294,66,424,4,14,yes,yes,yes,275,12,2294
2749,50,340,8,15,yes,yes,yes,275,12,2749
1744,33,107,2,14,no,no,yes,275,12,1744
3044,50,528,16,14,no,no,yes,275,12,3044
1699,66,245,4,14,no,no,yes,275,12,1699
2699,66,245,8,15,yes,no,yes,275,12,2699
1679,33,120,4,14,no,no,no,275,12,1679
1599,25,212,4,14,no,no,no,275,12,1599
2495,66,426,8,14,no,no,yes,275,12,2495
1895,33,212,4,17,no,no,yes,275,12,1895
1849,66,245,4,15,no,no,yes,275,12,1849
2620,66,528,8,14,no,no,yes,275,12,2620
2094,50,424,4,14,yes,yes,yes,275,12,2094
1875,25,212,4,17,no,no,yes,275,12,1875
2744,66,426,8,14,no,no,yes,275,12,2744
2449,66,425,8,15,no,no,yes,275,12,2449
2744,50,340,8,17,no,no,yes,275,12,2744
1895,33,214,4,14,no,no,yes,275,12,1895
2395,66,340,8,15,no,no,yes,275,12,2395
1295,25,214,4,14,no,no,yes,275,12,1295
1990,33,107,2,14,yes,yes,yes,275,12,1990
2044,33,214,4,14,no,no,yes,275,12,2044
2299,25,120,4,14,yes,yes,no,275,12,2299
1895,66,107,2,14,no,no,yes,275,12,1895
1375,25,120,4,14,no,no,no,275,12,1375
2090,50,107,2,14,yes,yes,yes,275,12,2090
1744,33,107,2,14,no,no,yes,275,12,1744
1995,50,214,4,14,no,no,yes,275,12,1995
2590,66,426,8,15,no,no,yes,275,12,2590
1794,33,212,4,14,yes,yes,yes,275,12,1794
2220,33,528,8,14,no,no,yes,275,12,2220
1749,33,212,4,14,yes,yes,yes,275,12,1749
2990,33,528,16,14,yes,yes,yes,275,12,2990
2344,66,214,4,14,no,no,yes,275,12,2344
2644,25,528,16,14,no,no,yes,275,12,2644
2225,66,340,8,15,yes,no,yes,275,12,2225
2095,66,340,8,15,no,no,yes,275,12,2095
1499,33,245,4,14,no,no,yes,275,12,1499
3090,33,528,16,14,yes,yes,yes,275,12,3090
2385,66,340,8,17,no,no,yes,275,12,2385
3244,66,528,16,14,no,no,yes,275,12,3244
1899,25,120,4,14,no,no,no,275,12,1899
2890,25,528,16,14,yes,yes,yes,275,12,2890
3714,66,527,8,15,yes,no,no,275,12,3714
2294,33,424,8,14,yes,yes,yes,275,12,2294
1795,33,240,4,14,yes,yes,yes,275,12,1795
2388,25,120,4,14,yes,yes,no,275,12,2388
2044,33,214,4,14,no,no,yes,275,12,2044
1799,33,120,4,14,no,no,no,275,12,1799
1893,25,120,4,14,no,no,no,275,12,1893
2295,50,424,8,15,yes,no,yes,275,12,2295
1790,25,214,4,15,no,no,yes,275,12,1790
1688,25,212,4,14,no,no,no,275,12,1688
1695,33,340,8,14,yes,no,yes,275,12,1695
1775,33,340,4,15,no,no,yes,275,12,1775
1970,33,340,4,15,yes,no,yes,275,12,1970
2695,33,528,16,14,no,no,yes,275,12,2695
2195,50,340,8,15,no,no,yes,275,12,2195
2290,66,107,2,14,yes,yes,yes,275,12,2290
2815,50,424,8,17,yes,no,yes,275,12,2815
1844,33,107,2,14,no,no,yes,275,12,1844
3390,66,528,16,14,yes,yes,yes,275,12,3390
2019,33,424,4,14,yes,yes,yes,275,12,2019
1395,33,214,4,14,no,no,yes,275,12,1395
1395,25,107,4,14,no,no,yes,275,12,1395
2119,25,120,4,14,yes,no,no,275,12,2119
1675,66,250,4,14,no,no,yes,275,12,1675
2590,25,528,16,15,no,no,yes,275,12,2590
2690,33,528,16,15,no,no,yes,275,12,2690
2590,33,426,8,14,yes,yes,yes,275,12,2590
2158,33,340,4,14,no,no,no,275,12,2158
3994,66,424,32,15,yes,no,yes,275,12,3994
2985,66,1060,8,14,no,no,yes,275,12,2985
2790,33,528,16,15,no,no,yes,275,12,2790
1819,33,424,4,14,yes,yes,yes,275,12,1819
2025,33,340,8,15,yes,no,yes,275,12,2025
1595,33,214,4,14,yes,no,yes,275,12,1595
2120,25,528,8,14,no,no,yes,275,12,2120
2100,25,424,4,17,no,no,yes,275,12,2100
2795,50,528,16,14,no,no,yes,275,12,2795
1690,33,107,2,15,no,no,yes,275,12,1690
1395,25,107,2,14,no,no,yes,275,12,1395
1990,66,107,2,15,no,no,yes,275,12,1990
1395,33,240,4,14,no,no,yes,275,12,1395
1299,25,120,4,14,yes,no,yes,275,12,1299
3199,66,340,16,15,yes,no,yes,275,12,3199
1595,25,340,8,14,yes,no,yes,275,12,1595
2095,33,212,4,17,no,no,yes,275,12,2095
2190,33,426,8,15,no,no,yes,275,12,2190
